"word1","word2","freq"
"work","dental",54
"patient","goal",54
"standard","high",54
"goal","become",53
"make","can",53
"dentist","care",53
"dental","come",53
"patient","competent",53
"want","dental",53
"learn","dentist",53
"treat","good",53
"year","skill",53
"school","become",52
"hope","care",52
"student","dental",52
"good","ethical",52
"professional","ethical",52
"year","feel",52
"skill","gain",52
"year","hope",52
"year","past",52
"will","practice",52
"require","professional",52
"learn","care",51
"feel","clinic",51
"skill","competent",51
"knowledge","gain",51
"know","good",51
"patient","improve",51
"think","patient",51
"think","professional",51
"way","professional",51
"dentist","also",50
"want","become",50
"work","clinic",50
"patient","many",50
"patient","must",50
"time","clinic",49
"will","competent",49
"dentistry","dental",49
"practice","dental",49
"skill","develop",49
"will","experience",49
"patient","get",49
"year","last",49
"want","learn",49
"year","now",49
"progress","professional",49
"can","also",48
"skill","also",48
"dentistry","become",48
"much","can",48
"patient","future",48
"one","good",48
"school","good",48
"understand","good",48
"make","learn",48
"respect","patient",48
"try","patient",48
"skill","care",47
"dental","clinic",47
"patient","continue",47
"learn","faculty",47
"school","feel",47
"knowledge","good",47
"want","make",47
"will","need",47
"patient","oral",47
"want","professional",47
"year","work",47
"care","able",46
"dental","able",46
"nyucd","become",46
"patient","believe",46
"dental","competent",46
"need","dental",46
"profession","dental",46
"provide","dental",46
"will","feel",46
"help","good",46
"time","learn",46
"will","nyucd",46
"professional","practice",46
"take","professional",46
"good","always",45
"work","can",45
"experience","clinic",45
"dental","community",45
"patient","decision",45
"professional","develop",45
"gain","experience",45
"year","have",45
"professional","hope",45
"new","learn",45
"nyucd","learn",45
"professional","life",45
"clinic","become",44
"feel","comfortable",44
"feel","confident",44
"like","dental",44
"make","dental",44
"learn","knowledge",44
"treat","learn",44
"time","make",44
"patient","mean",44
"patient","order",44
"procedure","perform",44
"feel","become",43
"community","care",43
"experience","clinical",43
"school","dentist",43
"patient","difficult",43
"will","ethical",43
"way","good",43
"learn","hope",43
"good","ability",42
"work","also",42
"relationship","build",42
"feel","can",42
"provide","can",42
"want","care",42
"skill","clinic",42
"professional","community",42
"make","dentist",42
"year","experience",42
"patient","find",42
"patient","interest",42
"peer","patient",42
"provider","patient",42
"will","take",42
"like","also",41
"will","always",41
"one","become",41
"professional","clinical",41
"patient","comfortable",41
"education","dental",41
"experience","dental",41
"field","dental",41
"knowledge","dentistry",41
"professional","dentistry",41
"practice","good",41
"year","make",41
"patient","nyucd",41
"work","skill",41
"will","strive",41
"want","able",40
"care","also",40
"learn","clinical",40
"learn","continue",40
"goal","dental",40
"will","develop",40
"good","goal",40
"important","good",40
"like","good",40
"professional","healthcare",40
"work","hope",40
"practice","learn",40
"work","make",40
"patient","may",40
"professional","need",40
"time","professional",40
"understand","professional",40
"dentistry","also",39
"health","also",39
"community","become",39
"take","become",39
"time","can",39
"hope","continue",39
"first","dental",39
"practice","dentist",39
"patient","ethic",39
"work","get",39
"good","give",39
"strive","good",39
"patient","high",39
"still","learn",39
"treatment","make",39
"year","much",39
"will","oral",39
"start","patient",39
"strive","patient",39
"responsibility","professional",39
"year","two",39
"dentistry","aspect",38
"professional","career",38
"outreach","community",38
"will","community",38
"patient","confidence",38
"provide","dentist",38
"learn","feel",38
"try","good",38
"patient","manner",38
"skill","need",38
"treat","professional",38
"skill","require",38
"skill","school",38
"dentistry","can",37
"need","can",37
"school","can",37
"professional","colleague",37
"hope","dentist",37
"knowledge","dentist",37
"good","dentistry",37
"year","dentistry",37
"order","good",37
"thing","learn",37
"will","life",37
"professional","many",37
"provide","possible",37
"practice","become",36
"think","become",36
"time","become",36
"professional","come",36
"dentist","community",36
"knowledge","competent",36
"ethical","dental",36
"work","dentist",36
"practice","dentistry",36
"knowledge","experience",36
"patient","go",36
"provide","hope",36
"patient","just",36
"patient","keep",36
"will","know",36
"procedure","learn",36
"treatment","learn",36
"skill","practice",36
"year","want",36
"learn","able",35
"make","also",35
"patient","aspect",35
"good","believe",35
"health","can",35
"trust","can",35
"give","care",35
"need","care",35
"faculty","clinic",35
"hope","competent",35
"much","feel",35
"time","feel",35
"knowledge","field",35
"will","future",35
"good","get",35
"year","goal",35
"nyucd","hope",35
"like","learn",35
"student","learn",35
"patient","lot",35
"year","lot",35
"treatment","need",35
"will","peer",35
"want","also",34
"like","become",34
"need","become",34
"one","can",34
"knowledge","care",34
"practice","care",34
"first","clinic",34
"see","clinic",34
"start","clinic",34
"knowledge","clinical",34
"school","come",34
"year","come",34
"patient","confident",34
"every","day",34
"much","dental",34
"take","dental",34
"treatment","dental",34
"year","dentist",34
"want","dentistry",34
"skill","hand",34
"patient","interact",34
"year","knowledge",34
"year","like",34
"sure","make",34
"patient","option",34
"professional","order",34
"professional","peer",34
"work","time",34
"understand","treatment",34
"skill","able",33
"learn","apply",33
"believe","become",33
"field","become",33
"provide","become",33
"will","believe",33
"skill","can",33
"take","can",33
"treatment","can",33
"make","care",33
"provider","care",33
"make","clinic",33
"will","clinic",33
"good","community",33
"dental","continue",33
"procedure","dental",33
"feel","dentist",33
"peer","faculty",33
"hope","gain",33
"now","good",33
"patient","great",33
"patient","healthcare",33
"professional","help",33
"practice","hope",33
"patient","interaction",33
"now","learn",33
"way","learn",33
"professional","look",33
"patient","maintain",33
"work","one",33
"will","order",33
"personal","patient",33
"put","patient",33
"us","patient",33
"treatment","provide",33
"time","take",33
"will","try",33
"will","understand",33
"feel","also",32
"clinical","become",32
"confident","become",32
"mean","become",32
"hope","build",32
"year","can",32
"competent","care",32
"lot","clinic",32
"school","clinic",32
"great","dentist",32
"nyucd","dentist",32
"good","develop",32
"learn","different",32
"standard","ethical",32
"work","experience",32
"good","faculty",32
"need","feel",32
"interest","good",32
"think","good",32
"professional","grow",32
"need","learn",32
"school","like",32
"patient","manage",32
"professional","must",32
"program","outreach",32
"really","patient",32
"professional","profession",32
"want","skill",32
"time","spend",32
"year","three",32
"will","treatment",32
"treatment","able",31
"patient","allow",31
"practice","also",31
"ethical","care",31
"quality","care",31
"good","clinical",31
"faculty","colleague",31
"time","come",31
"skill","continue",31
"many","dental",31
"important","dentist",31
"like","dentistry",31
"school","first",31
"will","give",31
"professional","goal",31
"just","good",31
"life","good",31
"provide","health",31
"need","help",31
"learn","ive",31
"make","like",31
"time","like",31
"thing","one",31
"right","patient",31
"student","patient",31
"technical","skill",31
"need","also",30
"health","become",30
"make","become",30
"clinic","can",30
"know","can",30
"deliver","care",30
"oral","care",30
"year","care",30
"dental","career",30
"come","clinic",30
"like","clinic",30
"dental","clinical",30
"learn","come",30
"good","competent",30
"nyucd","competent",30
"school","competent",30
"year","competent",30
"good","continue",30
"know","dental",30
"nyucd","dental",30
"goal","dentist",30
"get","feel",30
"patient","field",30
"learn","go",30
"will","go",30
"oral","good",30
"take","good",30
"provider","health",30
"provider","healthcare",30
"learn","help",30
"professional","know",30
"make","life",30
"professional","like",30
"patient","look",30
"professional","manner",30
"professional","much",30
"understand","need",30
"perform","patient",30
"present","patient",30
"time","school",30
"skill","set",30
"year","time",30
"will","treat",30
"work","able",29
"skill","acquire",29
"dental","believe",29
"people","can",29
"treat","can",29
"treatment","care",29
"work","care",29
"much","clinic",29
"treatment","clinic",29
"work","come",29
"year","continue",29
"gain","dental",29
"time","dental",29
"like","dentist",29
"need","dentist",29
"patient","do",29
"work","feel",29
"next","four",29
"school","get",29
"much","good",29
"peer","good",29
"trust","good",29
"year","grow",29
"knowledge","hope",29
"professional","improve",29
"skill","interpersonal",29
"work","like",29
"progress","make",29
"time","much",29
"work","need",29
"professional","nyucd",29
"year","one",29
"require","patient",29
"set","patient",29
"relationship","professional",29
"year","student",29
"time","think",29
"will","way",29
"professional","ability",28
"learn","always",28
"learn","aspect",28
"experience","become",28
"year","believe",28
"help","can",28
"help","care",28
"one","care",28
"learn","colleague",28
"nyucd","community",28
"learn","competent",28
"future","dentist",28
"one","dentist",28
"practice","ethical",28
"principle","ethical",28
"skill","experience",28
"help","faculty",28
"professional","faculty",28
"procedure","feel",28
"skill","feel",28
"learn","first",28
"will","goal",28
"plan","good",28
"learn","health",28
"make","health",28
"learn","important",28
"professional","just",28
"learn","know",28
"year","look",28
"will","next",28
"requirement","patient",28
"will","people",28
"will","possible",28
"will","procedure",28
"take","school",28
"time","skill",28
"will","want",28
"also","able",27
"make","able",27
"way","also",27
"knowledge","apply",27
"give","back",27
"four","become",27
"help","become",27
"get","can",27
"goal","can",27
"knowledge","can",27
"life","can",27
"see","can",27
"clinic","care",27
"goal","care",27
"like","care",27
"take","care",27
"treat","care",27
"get","clinic",27
"treat","clinic",27
"work","clinical",27
"year","clinical",27
"professional","communication",27
"goal","competent",27
"patient","concern",27
"professional","continue",27
"didactic","course",27
"people","dental",27
"treat","dental",27
"time","dentist",27
"student","faculty",27
"now","feel",27
"will","get",27
"improve","good",27
"nyucd","good",27
"student","good",27
"people","help",27
"skill","help",27
"time","hope",27
"patient","involve",27
"learn","last",27
"peer","learn",27
"patient","life",27
"professional","maintain",27
"mistake","make",27
"one","make",27
"think","make",27
"skill","necessary",27
"time","need",27
"patient","new",27
"treatment","option",27
"since","patient",27
"situation","patient",27
"week","patient",27
"set","professional",27
"standard","professional",27
"trust","professional",27
"skill","provide",27
"treat","respect",27
"time","see",27
"will","student",27
"work","want",27
"provide","also",26
"work","always",26
"now","become",26
"require","become",26
"make","believe",26
"competent","can",26
"improve","can",26
"dentistry","care",26
"experience","care",26
"help","clinic",26
"knowledge","clinic",26
"need","clinic",26
"will","clinical",26
"work","colleague",26
"patient","community",26
"ethical","decision",26
"good","deliver",26
"develop","dental",26
"go","dental",26
"oral","dental",26
"progress","dental",26
"ethical","dentist",26
"student","dentist",26
"goal","dentistry",26
"nyucd","dentistry",26
"school","dentistry",26
"ethical","dilemma",26
"moral","ethical",26
"patient","even",26
"learn","every",26
"good","experience",26
"school","experience",26
"work","faculty",26
"patient","focus",26
"year","gain",26
"nyucd","goal",26
"will","grow",26
"skill","health",26
"many","learn",26
"something","learn",26
"take","learn",26
"provide","need",26
"will","one",26
"professional","oral",26
"professional","other",26
"professionalism","patient",26
"say","patient",26
"provide","practice",26
"strive","professional",26
"want","provide",26
"work","school",26
"will","think",26
"year","throughout",26
"become","able",25
"procedure","able",25
"provide","able",25
"will","allow",25
"clinic","also",25
"strive","become",25
"patient","case",25
"good","clinician",25
"provide","community",25
"grow","continue",25
"learn","day",25
"give","dental",25
"now","dental",25
"one","dental",25
"trust","dentist",25
"experience","dentistry",25
"relationship","develop",25
"learn","didactic",25
"skill","education",25
"make","ethical",25
"patient","expectation",25
"will","faculty",25
"im","feel",25
"professional","gain",25
"will","gain",25
"professional","give",25
"learn","goal",25
"procedure","good",25
"learn","great",25
"treat","health",25
"work","help",25
"make","hope",25
"school","hope",25
"patient","however",25
"one","important",25
"will","important",25
"opportunity","learn",25
"provide","learn",25
"think","learn",25
"school","make",25
"now","much",25
"something","patient",25
"standard","patient",25
"still","patient",25
"thing","patient",25
"throughout","professional",25
"want","school",25
"understand","skill",25
"treatment","time",25
"need","able",24
"patient","act",24
"competent","also",24
"field","also",24
"important","also",24
"knowledge","also",24
"professional","aspect",24
"give","become",24
"patient","begin",24
"will","build",24
"ethical","can",24
"now","can",24
"practice","can",24
"feel","care",24
"important","care",24
"people","care",24
"continue","clinic",24
"set","clinical",24
"relationship","colleague",24
"will","colleague",24
"feel","come",24
"good","come",24
"will","come",24
"professional","communicate",24
"give","community",24
"health","community",24
"hope","community",24
"professional","competency",24
"feel","competent",24
"health","competent",24
"learn","course",24
"understand","dental",24
"professional","education",24
"important","ethic",24
"one","feel",24
"treatment","feel",24
"will","field",24
"hope","future",24
"time","get",24
"good","go",24
"professional","go",24
"skill","goal",24
"relationship","good",24
"professional","great",24
"learn","grow",24
"knowledge","health",24
"patient","im",24
"learn","improve",24
"will","improve",24
"patient","ive",24
"nyucd","knowledge",24
"one","learn",24
"plan","learn",24
"practice","like",24
"professional","lot",24
"patient","meet",24
"patient","opportunity",24
"surgery","oral",24
"participate","outreach",24
"problem","patient",24
"strong","patient",24
"use","patient",24
"professional","person",24
"work","practice",24
"self","professional",24
"become","ability",23
"feel","able",23
"hope","also",23
"procedure","also",23
"treatment","also",23
"journey","become",23
"know","become",23
"lot","become",23
"much","become",23
"procedure","become",23
"strong","build",23
"like","can",23
"understand","can",23
"will","career",23
"day","clinic",23
"dentist","clinic",23
"since","clinic",23
"practice","community",23
"dentistry","competent",23
"skill","confident",23
"education","continue",23
"patient","course",23
"patient","day",23
"patient","deal",23
"grow","dental",23
"nyu","dental",23
"skill","dentistry",23
"patient","effectively",23
"will","ethic",23
"professional","every",23
"good","field",23
"want","get",23
"year","get",23
"people","good",23
"personal","good",23
"patient","hard",23
"need","health",23
"public","health",23
"want","health",23
"will","healthcare",23
"professional","high",23
"will","high",23
"work","improve",23
"make","ive",23
"year","ive",23
"professional","journey",23
"want","know",23
"provide","knowledge",23
"look","learn",23
"need","make",23
"skill","make",23
"thing","make",23
"will","much",23
"patient","nyu",23
"will","nyu",23
"progress","patient",23
"quality","patient",23
"towards","patient",23
"see","professional",23
"student","professional",23
"year","progress",23
"year","since",23
"year","start",23
"work","take",23
"want","treat",23
"work","treatment",23
"want","trust",23
"way","want",23
"clinic","able",22
"hope","able",22
"understand","able",22
"feel","always",22
"professional","always",22
"patient","approach",22
"community","back",22
"continue","become",22
"order","become",22
"practitioner","become",22
"treatment","become",22
"care","believe",22
"good","build",22
"field","can",22
"come","care",22
"continue","care",22
"future","care",22
"strive","care",22
"understand","care",22
"patient","class",22
"last","clinic",22
"month","clinic",22
"peer","clinic",22
"treatment","come",22
"make","comfortable",22
"school","community",22
"patient","deliver",22
"different","dental",22
"graduate","dental",22
"help","dental",22
"important","dental",22
"health","dentist",22
"think","dentist",22
"feel","dentistry",22
"general","dentistry",22
"help","dentistry",22
"patient","didactic",22
"good","ethic",22
"high","ethical",22
"learn","everything",22
"look","experience",22
"patient","explain",22
"thus","far",22
"help","feel",22
"practice","feel",22
"want","field",22
"professional","future",22
"good","gain",22
"school","go",22
"look","good",22
"provider","good",22
"will","graduate",22
"nyucd","grow",22
"professional","hard",22
"overall","health",22
"skill","hone",22
"professional","individual",22
"learn","just",22
"practice","knowledge",22
"want","knowledge",22
"past","learn",22
"try","learn",22
"possible","much",22
"professional","now",22
"people","patient",22
"profession","patient",22
"realize","patient",22
"tooth","patient",22
"skill","peer",22
"want","people",22
"school","practice",22
"still","professional",22
"start","school",22
"treat","skill",22
"will","standard",22
"dentist","able",21
"knowledge","able",21
"year","able",21
"community","also",21
"know","also",21
"one","also",21
"understand","also",21
"patient","base",21
"come","become",21
"hard","become",21
"healthcare","become",21
"peer","become",21
"treat","become",21
"can","believe",21
"can","build",21
"skill","build",21
"come","can",21
"future","can",21
"oral","can",21
"procedure","can",21
"provider","can",21
"improve","care",21
"know","care",21
"order","care",21
"school","care",21
"dentistry","career",21
"ethical","clinic",21
"hope","clinic",21
"think","clinic",21
"way","clinic",21
"good","colleague",21
"dentistry","college",21
"way","come",21
"learn","communicate",21
"good","communication",21
"skill","community",21
"feel","continue",21
"dental","course",21
"good","decision",21
"treatment","decision",21
"practitioner","dental",21
"set","dental",21
"start","dental",21
"think","dental",21
"trust","dental",21
"dentistry","dentist",21
"general","dentist",21
"give","dentist",21
"help","dentist",21
"treat","dentist",21
"health","dentistry",21
"need","dentistry",21
"understand","dentistry",21
"need","develop",21
"patient","empathetic",21
"health","ethical",21
"important","ethical",21
"though","even",21
"will","every",21
"hope","experience",21
"lot","experience",21
"year","faculty",21
"learn","far",21
"treat","feel",21
"good","find",21
"year","go",21
"provide","goal",21
"school","goal",21
"healthcare","good",21
"im","good",21
"person","good",21
"round","good",21
"year","half",21
"patient","hand",21
"learn","have",21
"time","help",21
"year","help",21
"improve","hope",21
"program","hope",21
"work","ive",21
"make","knowledge",21
"school","knowledge",21
"nyu","learn",21
"see","learn",21
"one","life",21
"patient","long",21
"work","lot",21
"skill","management",21
"professional","necessary",21
"professional","new",21
"skill","nyucd",21
"skill","one",21
"priority","patient",21
"show","patient",21
"within","patient",21
"professional","people",21
"professional","personal",21
"skill","plan",21
"professional","possible",21
"time","procedure",21
"professional","process",21
"skill","profession",21
"will","program",21
"will","relationship",21
"will","throughout",21
"will","trust",21
"experience","able",20
"goal","achieve",20
"knowledge","acquire",20
"professional","act",20
"take","advantage",20
"communication","also",20
"help","also",20
"school","also",20
"time","also",20
"clinician","become",20
"dentist","believe",20
"work","believe",20
"experience","can",20
"give","can",20
"may","can",20
"person","can",20
"possible","can",20
"way","can",20
"root","canal",20
"clinical","care",20
"enter","clinic",20
"ive","clinic",20
"look","clinic",20
"one","clinic",20
"student","clinic",20
"realize","come",20
"leader","community",20
"provide","competent",20
"want","competent",20
"learn","confident",20
"dentistry","continue",20
"school","continue",20
"improve","dental",20
"plan","dental",20
"throughout","dental",20
"successful","dentist",20
"life","dentistry",20
"nyu","dentistry",20
"profession","dentistry",20
"work","dentistry",20
"learn","develop",20
"patient","easy",20
"knowledge","education",20
"patient","ensure",20
"professional","ethic",20
"good","every",20
"professional","expect",20
"way","feel",20
"learn","field",20
"professional","first",20
"year","focus",20
"good","future",20
"make","go",20
"other","good",20
"right","good",20
"serve","good",20
"hope","help",20
"like","help",20
"make","important",20
"think","important",20
"patient","interpersonal",20
"think","know",20
"mean","learn",20
"way","life",20
"thing","like",20
"will","like",20
"way","long",20
"much","make",20
"people","make",20
"procedure","make",20
"understand","make",20
"time","manage",20
"time","management",20
"thing","many",20
"role","model",20
"see","need",20
"will","new",20
"year","nyu",20
"will","opportunity",20
"person","patient",20
"sometimes","patient",20
"sure","patient",20
"teach","patient",20
"whats","patient",20
"treat","people",20
"will","person",20
"understand","plan",20
"year","plan",20
"want","possible",20
"private","practice",20
"respect","professional",20
"thing","professional",20
"strong","relationship",20
"want","take",20
"want","time",20
"year","way",20
"will","ability",19
"dentistry","able",19
"treat","able",19
"will","achieve",19
"ethical","also",19
"find","also",19
"mean","also",19
"oral","also",19
"people","also",19
"year","also",19
"become","aspect",19
"day","become",19
"develop","become",19
"gain","become",19
"important","become",19
"life","become",19
"person","become",19
"provider","become",19
"way","become",19
"learn","believe",19
"professional","build",19
"trust","build",19
"important","can",19
"peer","can",19
"high","care",19
"many","care",19
"mean","care",19
"time","care",19
"throughout","career",19
"procedure","clinic",19
"still","clinic",19
"course","clinical",19
"dentist","clinical",19
"hope","clinical",19
"skill","colleague",19
"dentist","come",19
"experience","come",19
"good","communicate",19
"skill","communicate",19
"learn","community",19
"want","community",19
"patient","complete",19
"far","dental",19
"journey","dental",19
"lot","dental",19
"since","dental",19
"now","dentistry",19
"provide","dentistry",19
"see","dentistry",19
"knowledge","develop",19
"year","develop",19
"professional","different",19
"will","different",19
"patient","doctor",19
"oral","educate",19
"will","education",19
"year","enter",19
"patient","establish",19
"learn","ethical",19
"provide","ethical",19
"patient","expect",19
"far","experience",19
"forward","experience",19
"health","experience",19
"make","experience",19
"program","experience",19
"patient","far",19
"know","feel",19
"life","feel",19
"thing","feel",19
"year","final",19
"two","first",19
"patient","forward",19
"good","general",19
"know","get",19
"make","get",19
"need","get",19
"knowledge","give",19
"work","goal",19
"may","good",19
"set","good",19
"us","good",19
"hope","grow",19
"will","hard",19
"help","health",19
"hope","health",19
"understand","health",19
"make","help",19
"quality","high",19
"treatment","hope",19
"make","know",19
"one","know",19
"work","know",19
"manner","learn",19
"must","learn",19
"oral","learn",19
"process","learn",19
"since","learn",19
"understand","learn",19
"patient","level",19
"work","life",19
"treatment","like",19
"will","look",19
"still","lot",19
"time","many",19
"school","much",19
"see","much",19
"work","much",19
"plan","need",19
"school","need",19
"want","need",19
"work","now",19
"outreach","nyucd",19
"practice","one",19
"time","one",19
"skill","order",19
"patient","past",19
"responsibility","patient",19
"work","peer",19
"since","professional",19
"will","residency",19
"student","school",19
"will","serve",19
"treatment","treat",19
"work","treat",19
"year","treat",19
"skill","ability",18
"communicate","able",18
"like","able",18
"practice","able",18
"dental","acquire",18
"different","also",18
"experience","also",18
"faculty","also",18
"treat","also",18
"care","always",18
"patient","apply",18
"year","apply",18
"every","become",18
"first","become",18
"go","become",18
"many","become",18
"nyu","become",18
"process","become",18
"proficient","become",18
"self","become",18
"ethical","believe",18
"patient","bring",18
"dental","build",18
"year","build",18
"continue","can",18
"faculty","can",18
"many","can",18
"nyu","can",18
"plan","can",18
"nyucd","care",18
"trust","care",18
"life","career",18
"one","career",18
"competent","clinic",18
"go","clinic",18
"have","clinic",18
"improve","clinic",18
"really","clinic",18
"thing","clinic",18
"education","clinical",18
"gain","clinical",18
"first","come",18
"one","come",18
"local","community",18
"field","competent",18
"gain","confidence",18
"dentist","continue",18
"future","dental",18
"get","dental",18
"life","dental",18
"look","dental",18
"program","dental",18
"see","dental",18
"various","dental",18
"people","dentist",18
"really","dentist",18
"different","dentistry",18
"make","dentistry",18
"one","dentistry",18
"work","do",18
"patient","educate",18
"patient","environment",18
"school","ethical",18
"good","even",18
"first","feel",18
"good","first",18
"learn","forward",18
"like","get",18
"procedure","get",18
"treatment","get",18
"want","give",18
"time","go",18
"mean","good",18
"must","good",18
"profession","good",18
"see","good",18
"school","graduate",18
"will","great",18
"work","health",18
"way","help",18
"like","im",18
"patient","include",18
"will","keep",18
"time","know",18
"year","know",18
"require","knowledge",18
"mistake","learn",18
"part","learn",18
"people","learn",18
"program","learn",18
"people","life",18
"school","life",18
"will","long",18
"plan","make",18
"really","make",18
"patient","management",18
"will","many",18
"work","many",18
"treatment","may",18
"need","meet",18
"patient","member",18
"peer","mentor",18
"need","much",18
"patient","necessary",18
"treat","need",18
"will","never",18
"school","now",18
"want","one",18
"provide","oral",18
"possible","order",18
"will","other",18
"will","outreach",18
"professional","part",18
"program","participate",18
"practitioner","patient",18
"rapport","patient",18
"regard","patient",18
"team","patient",18
"though","patient",18
"year","practice",18
"treatment","procedure",18
"public","professional",18
"quality","provide",18
"understand","provide",18
"way","school",18
"will","seek",18
"treatment","skill",18
"work","student",18
"treatment","take",18
"work","way",18
"year","within",18
"clinical","able",17
"new","also",17
"possible","also",17
"various","also",17
"dental","always",17
"dentist","always",17
"ethical","always",17
"one","always",17
"treatment","always",17
"want","always",17
"clinic","apply",17
"skill","apply",17
"important","aspect",17
"patient","background",17
"involve","become",17
"new","become",17
"oral","become",17
"other","become",17
"people","become",17
"possible","become",17
"still","become",17
"successful","become",17
"understand","become",17
"year","begin",17
"colleague","build",17
"knowledge","build",17
"clinical","can",17
"say","can",17
"someone","can",17
"other","care",17
"standard","care",17
"way","care",17
"learn","career",17
"patient","certain",17
"clinic","challenge",17
"clinic","class",17
"colleague","clinic",17
"great","clinic",17
"practice","clinic",17
"want","come",17
"great","community",17
"help","community",17
"develop","competent",17
"practitioner","competent",17
"will","confident",17
"patient","consider",17
"nyucd","continue",17
"work","continue",17
"professional","course",17
"patient","create",17
"feel","day",17
"ethic","dental",17
"great","dental",17
"ive","dental",17
"keep","dental",17
"new","dental",17
"realize","dental",17
"thing","dental",17
"way","dental",17
"develop","dentist",17
"many","dentist",17
"much","dentist",17
"oral","dentist",17
"take","dentist",17
"treatment","dentist",17
"education","dentistry",17
"ethic","dentistry",17
"much","dentistry",17
"opportunity","dentistry",17
"way","dentistry",17
"patient","diagnose",17
"procedure","different",17
"one","ethical",17
"great","experience",17
"nyucd","experience",17
"provide","feel",17
"start","feel",17
"school","four",17
"learn","gain",17
"trust","gain",17
"patient","general",17
"hope","get",17
"opportunity","give",17
"way","go",17
"great","good",17
"many","good",17
"nyu","good",17
"option","good",17
"situation","good",17
"sometimes","good",17
"standard","good",17
"teach","good",17
"thing","good",17
"throughout","good",17
"year","hard",17
"peer","help",17
"provide","help",17
"oral","hygiene",17
"work","important",17
"patient","integrity",17
"professional","integrity",17
"procedure","know",17
"school","know",17
"take","know",17
"treat","knowledge",17
"manage","learn",17
"possible","learn",17
"throughout","learn",17
"various","learn",17
"make","lot",17
"take","make",17
"treat","make",17
"way","make",17
"year","many",17
"time","may",17
"patient","medical",17
"patient","month",17
"skill","much",17
"want","much",17
"one","must",17
"practice","need",17
"patient","next",17
"think","now",17
"opportunity","nyucd",17
"provide","nyucd",17
"time","nyucd",17
"work","nyucd",17
"self","one",17
"public","patient",17
"serve","patient",17
"term","patient",17
"work","people",17
"time","practice",17
"want","practice",17
"will","practitioner",17
"professional","procedure",17
"skill","procedure",17
"proficient","professional",17
"role","professional",17
"strong","professional",17
"treatment","professional",17
"us","professional",17
