"word1","word2","freq","proportion"
"patient","patient",76,0.170403587443946
"will","will",73,0.163677130044843
"good","good",72,0.161434977578475
"dental","dental",70,0.15695067264574
"professional","professional",68,0.152466367713004
"become","become",63,0.141255605381166
"dentist","dentist",55,0.123318385650224
"school","school",50,0.112107623318386
"learn","learn",48,0.10762331838565
"hope","hope",44,0.0986547085201794
"year","year",44,0.0986547085201794
"skill","skill",40,0.0896860986547085
"want","want",40,0.0896860986547085
"also","also",37,0.0829596412556054
"can","can",37,0.0829596412556054
"care","care",37,0.0829596412556054
"make","make",35,0.07847533632287
"time","time",33,0.0739910313901345
"work","work",32,0.0717488789237668
"dentistry","dentistry",31,0.0695067264573991
"knowledge","knowledge",29,0.0650224215246637
"able","able",26,0.0582959641255605
"think","think",26,0.0582959641255605
"competent","competent",25,0.0560538116591928
"get","get",25,0.0560538116591928
"community","community",24,0.0538116591928251
"feel","feel",24,0.0538116591928251
"help","help",24,0.0538116591928251
"know","know",24,0.0538116591928251
"like","like",24,0.0538116591928251
"ethical","ethical",23,0.0515695067264574
"need","need",22,0.0493273542600897
"go","go",21,0.047085201793722
"health","health",21,0.047085201793722
"take","take",21,0.047085201793722
"provide","provide",20,0.0448430493273543
"practice","practice",19,0.0426008968609865
"goal","goal",18,0.0403587443946188
"nyucd","nyucd",18,0.0403587443946188
"profession","profession",18,0.0403587443946188
"class","class",17,0.0381165919282511
"people","people",17,0.0381165919282511
"way","way",17,0.0381165919282511
"first","first",16,0.0358744394618834
"still","still",16,0.0358744394618834
"believe","believe",15,0.0336322869955157
"develop","develop",15,0.0336322869955157
"give","give",15,0.0336322869955157
"improve","improve",15,0.0336322869955157
"try","try",15,0.0336322869955157
"even","even",14,0.031390134529148
"experience","experience",14,0.031390134529148
"find","find",14,0.031390134529148
"lab","lab",14,0.031390134529148
"lot","lot",14,0.031390134529148
"much","much",14,0.031390134529148
"other","other",14,0.031390134529148
"student","student",14,0.031390134529148
"treat","treat",14,0.031390134529148
"understand","understand",14,0.031390134529148
"cheat","cheat",13,0.0291479820627803
"clinical","clinical",13,0.0291479820627803
"im","im",13,0.0291479820627803
"important","important",13,0.0291479820627803
"may","may",13,0.0291479820627803
"clinic","clinic",12,0.0269058295964126
"come","come",12,0.0269058295964126
"continue","continue",12,0.0269058295964126
"look","look",12,0.0269058295964126
"one","one",12,0.0269058295964126
"oral","oral",12,0.0269058295964126
"progress","progress",12,0.0269058295964126
"technique","technique",12,0.0269058295964126
"career","career",11,0.0246636771300448
"ethic","ethic",11,0.0246636771300448
"have","have",11,0.0246636771300448
"part","part",11,0.0246636771300448
"person","person",11,0.0246636771300448
"treatment","treatment",11,0.0246636771300448
"ability","ability",10,0.0224215246636771
"always","always",10,0.0224215246636771
"back","back",10,0.0224215246636771
"build","build",10,0.0224215246636771
"enjoy","enjoy",10,0.0224215246636771
"four","four",10,0.0224215246636771
"future","future",10,0.0224215246636771
"just","just",10,0.0224215246636771
"keep","keep",10,0.0224215246636771
"next","next",10,0.0224215246636771
"opportunity","opportunity",10,0.0224215246636771
"put","put",10,0.0224215246636771
"require","require",10,0.0224215246636771
"since","since",10,0.0224215246636771
"tooth","tooth",10,0.0224215246636771
"colleague","colleague",9,0.0201793721973094
"do","do",9,0.0201793721973094
"every","every",9,0.0201793721973094
"interest","interest",9,0.0201793721973094
"life","life",9,0.0201793721973094
"little","little",9,0.0201793721973094
"long","long",9,0.0201793721973094
"many","many",9,0.0201793721973094
"mean","mean",9,0.0201793721973094
"nyu","nyu",9,0.0201793721973094
"society","society",9,0.0201793721973094
"strive","strive",9,0.0201793721973094
"comfortable","comfortable",8,0.0179372197309417
"course","course",8,0.0179372197309417
"different","different",8,0.0179372197309417
"educate","educate",8,0.0179372197309417
"expect","expect",8,0.0179372197309417
"field","field",8,0.0179372197309417
"gain","gain",8,0.0179372197309417
"grade","grade",8,0.0179372197309417
"individual","individual",8,0.0179372197309417
"last","last",8,0.0179372197309417
"must","must",8,0.0179372197309417
"peer","peer",8,0.0179372197309417
"professionalism","professionalism",8,0.0179372197309417
"properly","properly",8,0.0179372197309417
